"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2020 Presidential Election","BUTLER","President of the United States","Statewide","Republican","TRUMP, DONALD J.","74,359","0","0","61,880","0","0","11,501","0","0","978","0","0"
"2020 Presidential Election","BUTLER","President of the United States","Statewide","Libertarian","JORGENSEN, JO","1,438","0","0","1,046","0","0","369","0","0","23","0","0"
"2020 Presidential Election","CAMBRIA","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","21,730","0","0","10,585","0","0","10,878","0","0","267","0","0"
"2020 Presidential Election","CAMBRIA","President of the United States","Statewide","Republican","TRUMP, DONALD J.","48,085","0","0","41,101","0","0","6,429","0","0","555","0","0"
"2020 Presidential Election","CAMBRIA","President of the United States","Statewide","Libertarian","JORGENSEN, JO","759","0","0","542","0","0","209","0","0","8","0","0"
"2020 Presidential Election","CAMERON","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","634","0","0","279","0","0","347","0","0","8","0","0"
"2020 Presidential Election","CAMERON","President of the United States","Statewide","Republican","TRUMP, DONALD J.","1,771","0","0","1,393","0","0","358","0","0","20","0","0"
"2020 Presidential Election","CAMERON","President of the United States","Statewide","Libertarian","JORGENSEN, JO","29","0","0","19","0","0","10","0","0","0","0","0"
"2020 Presidential Election","CARBON","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","11,212","0","0","5,145","0","0","5,898","0","0","169","0","0"
"2020 Presidential Election","CARBON","President of the United States","Statewide","Republican","TRUMP, DONALD J.","21,984","0","0","18,506","0","0","3,164","0","0","314","0","0"
"2020 Presidential Election","CARBON","President of the United States","Statewide","Libertarian","JORGENSEN, JO","433","0","0","328","0","0","99","0","0","6","0","0"
"2020 Presidential Election","CENTRE","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","40,055","0","0","14,449","0","0","25,307","0","0","299","0","0"
"2020 Presidential Election","CENTRE","President of the United States","Statewide","Republican","TRUMP, DONALD J.","36,372","0","0","29,175","0","0","6,889","0","0","308","0","0"
"2020 Presidential Election","CENTRE","President of the United States","Statewide","Libertarian","JORGENSEN, JO","1,066","0","0","672","0","0","380","0","0","14","0","0"
"2020 Presidential Election","CHESTER","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","182,372","0","0","61,873","0","0","118,545","0","0","1,954","0","0"
"2020 Presidential Election","CHESTER","President of the United States","Statewide","Republican","TRUMP, DONALD J.","128,565","0","0","96,905","0","0","30,182","0","0","1,478","0","0"
"2020 Presidential Election","CHESTER","President of the United States","Statewide","Libertarian","JORGENSEN, JO","3,565","0","0","2,171","0","0","1,356","0","0","38","0","0"
"2020 Presidential Election","CLARION","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","4,678","0","0","2,339","0","0","2,310","0","0","29","0","0"
"2020 Presidential Election","CLARION","President of the United States","Statewide","Republican","TRUMP, DONALD J.","14,578","0","0","12,687","0","0","1,720","0","0","171","0","0"
"2020 Presidential Election","CLARION","President of the United States","Statewide","Libertarian","JORGENSEN, JO","237","0","0","173","0","0","62","0","0","2","0","0"
"2020 Presidential Election","CLEARFIELD","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","9,673","0","0","4,823","0","0","4,777","0","0","73","0","0"
"2020 Presidential Election","CLEARFIELD","President of the United States","Statewide","Republican","TRUMP, DONALD J.","29,203","0","0","25,531","0","0","3,457","0","0","215","0","0"
"2020 Presidential Election","CLEARFIELD","President of the United States","Statewide","Libertarian","JORGENSEN, JO","546","0","0","402","0","0","140","0","0","4","0","0"
"2020 Presidential Election","CLINTON","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","5,502","0","0","2,706","0","0","2,703","0","0","93","0","0"
"2020 Presidential Election","CLINTON","President of the United States","Statewide","Republican","TRUMP, DONALD J.","11,902","0","0","10,169","0","0","1,507","0","0","226","0","0"
"2020 Presidential Election","CLINTON","President of the United States","Statewide","Libertarian","JORGENSEN, JO","221","0","0","177","0","0","42","0","0","2","0","0"
"2020 Presidential Election","COLUMBIA","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","10,532","0","0","4,945","0","0","5,489","0","0","98","0","0"
"2020 Presidential Election","COLUMBIA","President of the United States","Statewide","Republican","TRUMP, DONALD J.","20,098","0","0","17,024","0","0","2,828","0","0","246","0","0"
"2020 Presidential Election","COLUMBIA","President of the United States","Statewide","Libertarian","JORGENSEN, JO","541","0","0","403","0","0","130","0","0","8","0","0"
"2020 Presidential Election","CRAWFORD","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","12,924","0","0","6,053","0","0","6,557","0","0","314","0","0"
"2020 Presidential Election","CRAWFORD","President of the United States","Statewide","Republican","TRUMP, DONALD J.","28,559","0","0","24,180","0","0","3,822","0","0","557","0","0"
"2020 Presidential Election","CRAWFORD","President of the United States","Statewide","Libertarian","JORGENSEN, JO","521","0","0","384","0","0","129","0","0","8","0","0"
"2020 Presidential Election","CUMBERLAND","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","62,245","0","0","24,861","0","0","36,833","0","0","551","0","0"
"2020 Presidential Election","CUMBERLAND","President of the United States","Statewide","Republican","TRUMP, DONALD J.","77,212","0","0","61,680","0","0","14,722","0","0","810","0","0"
"2020 Presidential Election","CUMBERLAND","President of the United States","Statewide","Libertarian","JORGENSEN, JO","2,138","0","0","1,429","0","0","680","0","0","29","0","0"
"2020 Presidential Election","DAUPHIN","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","78,983","0","0","35,137","0","0","42,304","0","0","1,542","0","0"
"2020 Presidential Election","DAUPHIN","President of the United States","Statewide","Republican","TRUMP, DONALD J.","66,408","0","0","53,959","0","0","11,230","0","0","1,219","0","0"
"2020 Presidential Election","DAUPHIN","President of the United States","Statewide","Libertarian","JORGENSEN, JO","1,977","0","0","1,310","0","0","623","0","0","44","0","0"
"2020 Presidential Election","DELAWARE","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","206,423","0","0","94,246","0","0","107,643","0","0","4,534","0","0"
"2020 Presidential Election","DELAWARE","President of the United States","Statewide","Republican","TRUMP, DONALD J.","118,532","0","0","96,019","0","0","20,295","0","0","2,218","0","0"
"2020 Presidential Election","DELAWARE","President of the United States","Statewide","Libertarian","JORGENSEN, JO","2,976","0","0","2,048","0","0","874","0","0","54","0","0"
"2020 Presidential Election","ELK","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","4,522","0","0","2,337","0","0","2,141","0","0","44","0","0"
"2020 Presidential Election","ELK","President of the United States","Statewide","Republican","TRUMP, DONALD J.","12,140","0","0","10,377","0","0","1,618","0","0","145","0","0"
"2020 Presidential Election","ELK","President of the United States","Statewide","Libertarian","JORGENSEN, JO","244","0","0","179","0","0","63","0","0","2","0","0"
"2020 Presidential Election","ERIE","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","68,286","0","0","30,647","0","0","36,741","0","0","898","0","0"
"2020 Presidential Election","ERIE","President of the United States","Statewide","Republican","TRUMP, DONALD J.","66,869","0","0","54,420","0","0","11,440","0","0","1,009","0","0"
"2020 Presidential Election","ERIE","President of the United States","Statewide","Libertarian","JORGENSEN, JO","1,928","0","0","1,335","0","0","569","0","0","24","0","0"
"2020 Presidential Election","FAYETTE","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","20,444","0","0","9,337","0","0","10,538","0","0","569","0","0"
"2020 Presidential Election","FAYETTE","President of the United States","Statewide","Republican","TRUMP, DONALD J.","41,227","0","0","34,964","0","0","5,269","0","0","994","0","0"
"2020 Presidential Election","FAYETTE","President of the United States","Statewide","Libertarian","JORGENSEN, JO","468","0","0","328","0","0","128","0","0","12","0","0"
"2020 Presidential Election","FOREST","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","728","0","0","306","0","0","420","0","0","2","0","0"
"2020 Presidential Election","FOREST","President of the United States","Statewide","Republican","TRUMP, DONALD J.","1,882","0","0","1,567","0","0","302","0","0","13","0","0"
"2020 Presidential Election","FOREST","President of the United States","Statewide","Libertarian","JORGENSEN, JO","36","0","0","25","0","0","9","0","0","2","0","0"
"2020 Presidential Election","FRANKLIN","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","22,422","0","0","9,483","0","0","12,710","0","0","229","0","0"
"2020 Presidential Election","FRANKLIN","President of the United States","Statewide","Republican","TRUMP, DONALD J.","57,245","0","0","48,912","0","0","7,795","0","0","538","0","0"
"2020 Presidential Election","FRANKLIN","President of the United States","Statewide","Libertarian","JORGENSEN, JO","1,116","0","0","813","0","0","294","0","0","9","0","0"
"2020 Presidential Election","FULTON","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","1,085","0","0","564","0","0","511","0","0","10","0","0"
"2020 Presidential Election","FULTON","President of the United States","Statewide","Republican","TRUMP, DONALD J.","6,824","0","0","6,031","0","0","679","0","0","114","0","0"
"2020 Presidential Election","FULTON","President of the United States","Statewide","Libertarian","JORGENSEN, JO","68","0","0","46","0","0","21","0","0","1","0","0"
"2020 Presidential Election","GREENE","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","4,911","0","0","2,233","0","0","2,649","0","0","29","0","0"
"2020 Presidential Election","GREENE","President of the United States","Statewide","Republican","TRUMP, DONALD J.","12,579","0","0","10,782","0","0","1,655","0","0","142","0","0"
"2020 Presidential Election","GREENE","President of the United States","Statewide","Libertarian","JORGENSEN, JO","179","0","0","138","0","0","38","0","0","3","0","0"
"2020 Presidential Election","HUNTINGDON","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","5,445","0","0","2,718","0","0","2,697","0","0","30","0","0"
"2020 Presidential Election","HUNTINGDON","President of the United States","Statewide","Republican","TRUMP, DONALD J.","17,061","0","0","15,130","0","0","1,834","0","0","97","0","0"
"2020 Presidential Election","HUNTINGDON","President of the United States","Statewide","Libertarian","JORGENSEN, JO","286","0","0","219","0","0","64","0","0","3","0","0"
"2020 Presidential Election","INDIANA","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","12,634","0","0","5,801","0","0","6,675","0","0","158","0","0"
"2020 Presidential Election","INDIANA","President of the United States","Statewide","Republican","TRUMP, DONALD J.","28,089","0","0","24,008","0","0","3,830","0","0","251","0","0"
"2020 Presidential Election","INDIANA","President of the United States","Statewide","Libertarian","JORGENSEN, JO","475","0","0","347","0","0","119","0","0","9","0","0"
"2020 Presidential Election","JEFFERSON","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","4,527","0","0","2,283","0","0","2,167","0","0","48","0","0"
"2020 Presidential Election","JEFFERSON","President of the United States","Statewide","Republican","TRUMP, DONALD J.","17,960","0","0","15,775","0","0","1,931","0","0","222","0","0"
"2020 Presidential Election","JEFFERSON","President of the United States","Statewide","Libertarian","JORGENSEN, JO","337","0","0","261","0","0","68","0","0","6","0","0"
"2020 Presidential Election","JUNIATA","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","2,253","0","0","1,123","0","0","1,112","0","0","18","0","0"
"2020 Presidential Election","JUNIATA","President of the United States","Statewide","Republican","TRUMP, DONALD J.","9,649","0","0","8,360","0","0","1,211","0","0","78","0","0"
"2020 Presidential Election","JUNIATA","President of the United States","Statewide","Libertarian","JORGENSEN, JO","141","0","0","109","0","0","30","0","0","2","0","0"
"2020 Presidential Election","LACKAWANNA","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","61,991","0","0","29,016","0","0","32,119","0","0","856","0","0"
"2020 Presidential Election","LACKAWANNA","President of the United States","Statewide","Republican","TRUMP, DONALD J.","52,334","0","0","42,665","0","0","8,794","0","0","875","0","0"
"2020 Presidential Election","LACKAWANNA","President of the United States","Statewide","Libertarian","JORGENSEN, JO","1,085","0","0","758","0","0","313","0","0","14","0","0"
"2020 Presidential Election","LANCASTER","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","115,847","0","0","51,178","0","0","62,503","0","0","2,166","0","0"
"2020 Presidential Election","LANCASTER","President of the United States","Statewide","Republican","TRUMP, DONALD J.","160,209","0","0","132,043","0","0","25,509","0","0","2,657","0","0"
"2020 Presidential Election","LANCASTER","President of the United States","Statewide","Libertarian","JORGENSEN, JO","4,183","0","0","2,932","0","0","1,172","0","0","79","0","0"
"2020 Presidential Election","LAWRENCE","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","15,978","0","0","7,840","0","0","7,994","0","0","144","0","0"
"2020 Presidential Election","LAWRENCE","President of the United States","Statewide","Republican","TRUMP, DONALD J.","29,597","0","0","25,029","0","0","4,318","0","0","250","0","0"
"2020 Presidential Election","LAWRENCE","President of the United States","Statewide","Libertarian","JORGENSEN, JO","501","0","0","365","0","0","133","0","0","3","0","0"
"2020 Presidential Election","LEBANON","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","23,932","0","0","9,392","0","0","14,009","0","0","531","0","0"
"2020 Presidential Election","LEBANON","President of the United States","Statewide","Republican","TRUMP, DONALD J.","46,731","0","0","38,057","0","0","7,831","0","0","843","0","0"
"2020 Presidential Election","LEBANON","President of the United States","Statewide","Libertarian","JORGENSEN, JO","989","0","0","720","0","0","247","0","0","22","0","0"
"2020 Presidential Election","LEHIGH","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","98,288","0","0","39,263","0","0","57,544","0","0","1,481","0","0"
"2020 Presidential Election","LEHIGH","President of the United States","Statewide","Republican","TRUMP, DONALD J.","84,259","0","0","65,064","0","0","17,802","0","0","1,393","0","0"
"2020 Presidential Election","LEHIGH","President of the United States","Statewide","Libertarian","JORGENSEN, JO","2,166","0","0","1,419","0","0","716","0","0","31","0","0"
"2020 Presidential Election","LUZERNE","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","64,873","0","0","25,390","0","0","38,389","0","0","1,094","0","0"
"2020 Presidential Election","LUZERNE","President of the United States","Statewide","Republican","TRUMP, DONALD J.","86,929","0","0","67,490","0","0","17,615","0","0","1,824","0","0"
"2020 Presidential Election","LUZERNE","President of the United States","Statewide","Libertarian","JORGENSEN, JO","1,519","0","0","984","0","0","503","0","0","32","0","0"
"2020 Presidential Election","LYCOMING","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","16,971","0","0","8,814","0","0","7,911","0","0","246","0","0"
"2020 Presidential Election","LYCOMING","President of the United States","Statewide","Republican","TRUMP, DONALD J.","41,462","0","0","36,162","0","0","4,731","0","0","569","0","0"
"2020 Presidential Election","LYCOMING","President of the United States","Statewide","Libertarian","JORGENSEN, JO","821","0","0","613","0","0","197","0","0","11","0","0"
"2020 Presidential Election","McKEAN","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","5,098","0","0","2,754","0","0","2,344","0","0","0","0","0"
"2020 Presidential Election","McKEAN","President of the United States","Statewide","Republican","TRUMP, DONALD J.","14,083","0","0","12,311","0","0","1,772","0","0","0","0","0"
"2020 Presidential Election","McKEAN","President of the United States","Statewide","Libertarian","JORGENSEN, JO","285","0","0","223","0","0","62","0","0","0","0","0"
"2020 Presidential Election","MERCER","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","21,067","0","0","10,737","0","0","9,817","0","0","513","0","0"
"2020 Presidential Election","MERCER","President of the United States","Statewide","Republican","TRUMP, DONALD J.","36,143","0","0","30,517","0","0","4,880","0","0","746","0","0"
"2020 Presidential Election","MERCER","President of the United States","Statewide","Libertarian","JORGENSEN, JO","744","0","0","553","0","0","172","0","0","19","0","0"
"2020 Presidential Election","MIFFLIN","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","4,603","0","0","1,983","0","0","2,583","0","0","37","0","0"
"2020 Presidential Election","MIFFLIN","President of the United States","Statewide","Republican","TRUMP, DONALD J.","16,670","0","0","14,350","0","0","2,187","0","0","133","0","0"
"2020 Presidential Election","MIFFLIN","President of the United States","Statewide","Libertarian","JORGENSEN, JO","229","0","0","162","0","0","64","0","0","3","0","0"
"2020 Presidential Election","MONROE","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","44,060","0","0","18,689","0","0","25,345","0","0","26","0","0"
"2020 Presidential Election","MONROE","President of the United States","Statewide","Republican","TRUMP, DONALD J.","38,726","0","0","30,432","0","0","8,259","0","0","35","0","0"
"2020 Presidential Election","MONROE","President of the United States","Statewide","Libertarian","JORGENSEN, JO","1,043","0","0","654","0","0","388","0","0","1","0","0"
"2020 Presidential Election","MONTGOMERY","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","319,511","0","0","116,744","0","0","200,541","0","0","2,226","0","0"
"2020 Presidential Election","MONTGOMERY","President of the United States","Statewide","Republican","TRUMP, DONALD J.","185,460","0","0","143,424","0","0","40,418","0","0","1,618","0","0"
"2020 Presidential Election","MONTGOMERY","President of the United States","Statewide","Libertarian","JORGENSEN, JO","5,186","0","0","3,280","0","0","1,872","0","0","34","0","0"
"2020 Presidential Election","MONTOUR","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","3,771","0","0","1,619","0","0","2,130","0","0","22","0","0"
"2020 Presidential Election","MONTOUR","President of the United States","Statewide","Republican","TRUMP, DONALD J.","5,844","0","0","4,742","0","0","1,051","0","0","51","0","0"
"2020 Presidential Election","MONTOUR","President of the United States","Statewide","Libertarian","JORGENSEN, JO","156","0","0","114","0","0","42","0","0","0","0","0"
"2020 Presidential Election","NORTHAMPTON","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","85,087","0","0","30,753","0","0","53,481","0","0","853","0","0"
"2020 Presidential Election","NORTHAMPTON","President of the United States","Statewide","Republican","TRUMP, DONALD J.","83,854","0","0","63,666","0","0","19,220","0","0","968","0","0"
"2020 Presidential Election","NORTHAMPTON","President of the United States","Statewide","Libertarian","JORGENSEN, JO","2,001","0","0","1,217","0","0","761","0","0","23","0","0"
"2020 Presidential Election","NORTHUMBERLAND","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","12,677","0","0","6,831","0","0","5,630","0","0","216","0","0"
"2020 Presidential Election","NORTHUMBERLAND","President of the United States","Statewide","Republican","TRUMP, DONALD J.","28,952","0","0","25,050","0","0","3,417","0","0","485","0","0"
"2020 Presidential Election","NORTHUMBERLAND","President of the United States","Statewide","Libertarian","JORGENSEN, JO","654","0","0","505","0","0","136","0","0","13","0","0"
"2020 Presidential Election","PERRY","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","5,950","0","0","2,826","0","0","3,083","0","0","41","0","0"
"2020 Presidential Election","PERRY","President of the United States","Statewide","Republican","TRUMP, DONALD J.","18,293","0","0","15,752","0","0","2,384","0","0","157","0","0"
"2020 Presidential Election","PERRY","President of the United States","Statewide","Libertarian","JORGENSEN, JO","409","0","0","316","0","0","88","0","0","5","0","0"
"2020 Presidential Election","PHILADELPHIA","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","603,790","0","0","252,719","0","0","339,403","0","0","11,668","0","0"
"2020 Presidential Election","PHILADELPHIA","President of the United States","Statewide","Republican","TRUMP, DONALD J.","132,740","0","0","101,002","0","0","29,115","0","0","2,623","0","0"
"2020 Presidential Election","PHILADELPHIA","President of the United States","Statewide","Libertarian","JORGENSEN, JO","4,847","0","0","2,904","0","0","1,843","0","0","100","0","0"
"2020 Presidential Election","PIKE","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","13,019","0","0","4,212","0","0","8,641","0","0","166","0","0"
"2020 Presidential Election","PIKE","President of the United States","Statewide","Republican","TRUMP, DONALD J.","19,213","0","0","14,468","0","0","4,491","0","0","254","0","0"
"2020 Presidential Election","PIKE","President of the United States","Statewide","Libertarian","JORGENSEN, JO","322","0","0","180","0","0","141","0","0","1","0","0"
"2020 Presidential Election","POTTER","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","1,726","0","0","918","0","0","787","0","0","21","0","0"
"2020 Presidential Election","POTTER","President of the United States","Statewide","Republican","TRUMP, DONALD J.","7,239","0","0","6,360","0","0","790","0","0","89","0","0"
"2020 Presidential Election","POTTER","President of the United States","Statewide","Libertarian","JORGENSEN, JO","99","0","0","84","0","0","14","0","0","1","0","0"
"2020 Presidential Election","SCHUYLKILL","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","20,727","0","0","10,884","0","0","9,569","0","0","274","0","0"
"2020 Presidential Election","SCHUYLKILL","President of the United States","Statewide","Republican","TRUMP, DONALD J.","48,871","0","0","42,010","0","0","6,150","0","0","711","0","0"
"2020 Presidential Election","SCHUYLKILL","President of the United States","Statewide","Libertarian","JORGENSEN, JO","1,005","0","0","764","0","0","233","0","0","8","0","0"
"2020 Presidential Election","SNYDER","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","4,910","0","0","2,327","0","0","2,557","0","0","26","0","0"
"2020 Presidential Election","SNYDER","President of the United States","Statewide","Republican","TRUMP, DONALD J.","13,983","0","0","12,109","0","0","1,741","0","0","133","0","0"
"2020 Presidential Election","SNYDER","President of the United States","Statewide","Libertarian","JORGENSEN, JO","247","0","0","169","0","0","74","0","0","4","0","0"
"2020 Presidential Election","SOMERSET","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","8,654","0","0","4,556","0","0","3,998","0","0","100","0","0"
"2020 Presidential Election","SOMERSET","President of the United States","Statewide","Republican","TRUMP, DONALD J.","31,466","0","0","27,523","0","0","3,596","0","0","347","0","0"
"2020 Presidential Election","SOMERSET","President of the United States","Statewide","Libertarian","JORGENSEN, JO","423","0","0","303","0","0","112","0","0","8","0","0"
"2020 Presidential Election","SULLIVAN","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","921","0","0","471","0","0","441","0","0","9","0","0"
"2020 Presidential Election","SULLIVAN","President of the United States","Statewide","Republican","TRUMP, DONALD J.","2,619","0","0","2,234","0","0","366","0","0","19","0","0"
"2020 Presidential Election","SULLIVAN","President of the United States","Statewide","Libertarian","JORGENSEN, JO","55","0","0","36","0","0","18","0","0","1","0","0"
"2020 Presidential Election","SUSQUEHANNA","President of the United States","Statewide","Democratic","BIDEN, JOSEPH ROBINETTE JR","6,236","0","0","2,869","0","0","3,283","0","0","84","0","0"
"2020 Presidential Election","SUSQUEHANNA","President of the United States","Statewide","Republican","TRUMP, DONALD J.","15,207","0","0","12,710","0","0","2,210","0","0","287","0","0"
"2020 Presidential Election","SUSQUEHANNA","President of the United States","Statewide","Libertarian","JORGENSEN, JO","309","0","0","231","0","0","70","0","0","8","0","0"
